video_id,gloss,label,split,signer_id,bbox,frame_start,frame_end,video_path
A_00145,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1963.jpg
A_00148,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A361.jpg
A_00152,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A919.jpg
A_00154,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1999.jpg
A_00155,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1129.jpg
A_00156,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1479.jpg
A_00157,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A339.jpg
A_00158,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A660.jpg
A_00160,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1620.jpg
A_00161,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A2125.jpg
A_00162,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A653.jpg
A_00163,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A665.jpg
A_00164,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1798.jpg
A_00165,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1967.jpg
A_00166,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1163.jpg
A_00168,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A2384.jpg
A_00170,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A2568.jpg
A_00171,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A610.jpg
A_00173,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1640.jpg
A_00174,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A637.jpg
A_00175,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A364.jpg
A_00176,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A800.jpg
A_00177,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A976.jpg
A_00178,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1020.jpg
A_00179,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1696.jpg
A_00180,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A931.jpg
A_00181,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A2059.jpg
A_00182,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1418.jpg
A_00184,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A2048.jpg
A_00185,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A2008.jpg
A_00186,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1766.jpg
A_00189,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1940.jpg
A_00190,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1063.jpg
A_00191,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1072.jpg
A_00192,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A2985.jpg
A_00193,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A720.jpg
A_00194,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A396.jpg
A_00195,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A731.jpg
A_00196,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A36.jpg
A_00199,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A2445.jpg
A_00200,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A740.jpg
A_00201,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A995.jpg
A_00202,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1301.jpg
A_00203,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A700.jpg
A_00204,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A505.jpg
A_00205,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A2541.jpg
A_00207,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A706.jpg
A_00209,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A437.jpg
A_00210,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A2381.jpg
A_00211,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A606.jpg
A_00212,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1048.jpg
A_00213,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1337.jpg
A_00214,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A2402.jpg
A_00215,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A996.jpg
A_00216,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A499.jpg
A_00217,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A575.jpg
A_00219,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A2939.jpg
A_00220,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1014.jpg
A_00221,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A2010.jpg
A_00223,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A958.jpg
A_00224,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A2344.jpg
A_00225,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A2414.jpg
A_00226,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1741.jpg
A_00228,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1850.jpg
A_00231,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1910.jpg
A_00232,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1385.jpg
A_00234,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A2053.jpg
A_00235,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1326.jpg
A_00236,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1325.jpg
A_00237,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1016.jpg
A_00240,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1564.jpg
A_00241,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A2669.jpg
A_00242,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A2305.jpg
A_00244,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A672.jpg
A_00245,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A112.jpg
A_00246,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A962.jpg
A_00247,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A663.jpg
A_00249,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A522.jpg
A_00250,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A2411.jpg
A_00251,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A633.jpg
A_00253,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A2855.jpg
A_00256,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A764.jpg
A_00257,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A56.jpg
A_00258,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A486.jpg
A_00259,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A304.jpg
A_00261,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1299.jpg
A_00262,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1721.jpg
A_00263,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A737.jpg
A_00264,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1546.jpg
A_00265,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A531.jpg
A_00266,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A2050.jpg
A_00267,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A768.jpg
A_00270,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1674.jpg
A_00271,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A2246.jpg
A_00272,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1658.jpg
A_00273,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A2370.jpg
A_00274,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1484.jpg
A_00276,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A2141.jpg
A_00277,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A571.jpg
A_00278,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1984.jpg
A_00280,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1552.jpg
A_00281,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1614.jpg
A_00282,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A386.jpg
A_00285,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1131.jpg
A_00286,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1389.jpg
A_00287,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A2170.jpg
A_00288,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1893.jpg
A_00290,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A2565.jpg
A_00291,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1105.jpg
A_00294,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A494.jpg
A_00295,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A293.jpg
A_00296,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A438.jpg
A_00297,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A41.jpg
A_00298,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A990.jpg
A_00299,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A628.jpg
A_00300,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1029.jpg
A_00301,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A2047.jpg
A_00302,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1109.jpg
A_00303,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1637.jpg
A_00304,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1191.jpg
A_00305,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A532.jpg
A_00307,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A583.jpg
A_00308,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A2085.jpg
A_00309,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A699.jpg
A_00311,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A2267.jpg
A_00312,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1363.jpg
A_00313,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A618.jpg
A_00314,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A84.jpg
A_00315,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1243.jpg
A_00316,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1194.jpg
A_00317,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1456.jpg
A_00318,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A2146.jpg
A_00319,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1595.jpg
A_00320,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A2061.jpg
A_00323,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1057.jpg
A_00324,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1357.jpg
A_00325,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1746.jpg
A_00326,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A673.jpg
A_00327,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1474.jpg
A_00328,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A489.jpg
A_00330,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A608.jpg
A_00331,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1957.jpg
A_00332,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A743.jpg
A_00335,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1806.jpg
A_00336,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A745.jpg
A_00338,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1768.jpg
A_00339,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1753.jpg
A_00340,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1655.jpg
A_00341,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1060.jpg
A_00342,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1653.jpg
A_00343,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1187.jpg
A_00344,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1886.jpg
A_00345,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A2640.jpg
A_00346,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A655.jpg
A_00347,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A797.jpg
A_00350,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A2180.jpg
A_00351,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A2386.jpg
A_00352,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A573.jpg
A_00353,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A2680.jpg
A_00355,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A2038.jpg
A_00356,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A452.jpg
A_00357,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A646.jpg
A_00360,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1008.jpg
A_00361,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1392.jpg
A_00363,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1210.jpg
A_00364,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A2269.jpg
A_00365,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1724.jpg
A_00366,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1387.jpg
A_00367,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A81.jpg
A_00368,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A2856.jpg
A_00369,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1502.jpg
A_00370,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A2330.jpg
A_00372,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A2564.jpg
A_00373,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1358.jpg
A_00374,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A2100.jpg
A_00375,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1641.jpg
A_00376,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A427.jpg
A_00377,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1697.jpg
A_00378,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1953.jpg
A_00380,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1434.jpg
A_00382,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1201.jpg
A_00384,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A417.jpg
A_00385,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A2151.jpg
A_00386,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1897.jpg
A_00387,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1245.jpg
A_00388,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1959.jpg
A_00391,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1540.jpg
A_00392,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A2666.jpg
A_00393,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1445.jpg
A_00394,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A431.jpg
A_00399,A,0,train,-1,,-1,-1,data/raw/asl_alphabet_train/A/A1905.jpg
A_00400,A,0,val,-1,,-1,-1,data/raw/asl_alphabet_train/A/A2455.jpg
A_00401,A,0,val,-1,,-1,-1,data/raw/asl_alphabet_train/A/A384.jpg
A_00403,A,0,val,-1,,-1,-1,data/raw/asl_alphabet_train/A/A722.jpg
A_00404,A,0,val,-1,,-1,-1,data/raw/asl_alphabet_train/A/A607.jpg
